ParticipantID,Exercise,DurationSeconds,Success,KnowledgeLevel,ConfidenceLevel,EngagementScore,PreviousExperience,LearningStyle,OtherExercisePerformance,KnowledgeConfidenceInteraction,EngagementOtherExerciseInteraction,TransformedKnowledgeLevel,Noise
1,Malware Analysis,162,False,4.802857225639665,3.9279757672456204,0.5986584841970366,Intermediate,Auditory,15.599452033620265,18.865506795853133,9.338744308751489,1.5692109961612553,0.15792128155073915
1,Network Security,368,False,3.887995089067299,4.754210836063001,0.0007787658410143283,Advanced,Visual,61.74815096277165,18.484348383003486,0.04808735071560257,1.3578936234974204,0.07674347291529088
1,Social Engineering,373,False,1.0282652208788696,1.092249700165663,0.5247746602583891,Intermediate,Auditory,4.666566321361543,1.1231223791957246,2.4488957558657445,0.02787313072136083,0.022207890156474303
1,Incident Response,303,False,2.8670515729919197,4.439761626945282,0.6803075385877797,None,Kinesthetic,1.3264961159866528,12.729025556242636,0.9024253076131298,1.053284175226334,-0.07679765019430773
1,Penetration Testing,375,False,4.233589392465845,2.2184550766934827,0.09767211400638387,Advanced,Kinesthetic,68.32635188254582,9.392027880351531,6.673579230712317,1.4430501893764616,0.1130228193897037
1,Vulnerability Assessment,94,False,2.564242430292963,1.7289443511522493,0.7553614103176525,Beginner,Auditory,20.794166286818882,4.433432464839934,15.707110772791294,0.9416630861850227,0.037311891472941866
1,Ethical Hacking,536,True,4.3691390983799945,2.7990165334790627,0.3951502360018144,Advanced,Auditory,72.72719958564208,12.229292573435409,28.73817008001753,1.4745659870408858,0.07458595418254314
1,Cryptography,311,True,4.8446880973973965,4.378135394712606,0.7473201101373809,Intermediate,Visual,58.67511656638482,21.210700435558415,43.849094574714364,1.5778828670883263,-0.18365832393175527
1,Digital Forensics,276,False,3.4281369907467387,2.1039967280901735,0.2962735057040824,None,Visual,1.5636406741193931,7.212789011976032,0.4632653041828473,1.2320169622319102,-0.1875676772206517
1,Cloud Security,531,True,4.261845713819337,3.8274293753904685,0.7290071680409873,None,Kinesthetic,7.4044651734090365,16.31191347845409,5.39790818692504,1.4497023326033747,-0.13667821388862977
1,IoT Security,290,False,1.4634762381005189,4.4524137035023745,0.6232981268275579,Beginner,Visual,6.355835028602364,6.516001657268854,3.9615800677528314,0.3808145906671342,-0.11063349740060283
2,Malware Analysis,158,False,3.5502298854208525,4.548850970305306,0.4722149251619493,None,Kinesthetic,71.3244787222995,16.149466659103542,33.6804833820657,1.2670123578472938,-0.11962066240806708
2,Network Security,64,False,1.943939678995823,2.024273291045296,0.04043358953843135,Intermediate,Kinesthetic,11.089082081183133,3.9350651715944105,0.4483713932285328,0.6647166762336916,-0.13807170242722525
2,Social Engineering,300,False,3.2531022879055347,3.78206434570451,0.1393314544058757,Intermediate,Visual,53.98410913016731,12.30344217601729,7.521684439911724,1.179609091173166,-0.02808062915267532
2,Incident Response,95,True,1.307919639315172,2.159005811655072,0.16122128725400442,Beginner,Auditory,80.8120379564417,2.8238061024592622,13.028620784956995,0.2684378133151887,0.09154021177020742
2,Penetration Testing,87,False,1.7462802355441434,4.570235993959911,0.5393422419156507,Beginner,Kinesthetic,89.60912999234932,7.980912788024636,48.32998906618466,0.5574879459955564,0.03287511096596845
2,Vulnerability Assessment,290,False,1.440207698110707,1.9117406501677667,0.4271077886262563,Advanced,Visual,86.07305832563435,2.7533036011627856,36.76247360176047,0.3647873379861728,0.000511345664246089
2,Ethical Hacking,377,True,3.7697441315610813,2.077649335194086,0.24412552224777417,Intermediate,Auditory,21.876421957307024,7.832206388789688,5.3405929352402515,1.3270071295442278,-0.023458713337514692
2,Cryptography,531,True,2.6153446842321633,1.2595689884359262,0.2539154139343447,Advanced,Auditory,69.63042728397883,3.2942070583295826,17.680238766236773,0.9613958992444861,-0.07583271205182421
2,Digital Forensics,140,True,3.4382573359195874,3.010716092915446,0.05147875124998935,None,Visual,63.435134470136376,10.35161669283769,3.2655615078977758,1.2349647546305849,0.04574156487191427
2,Cloud Security,189,True,2.957811041110252,4.942601816442403,0.2420552715115004,Advanced,Kinesthetic,76.16196153287176,14.619282224484929,18.435404277687724,1.0844494816228167,0.0791031947043047
2,IoT Security,339,True,3.529223322374318,3.534118843043579,0.5357746840747585,Advanced,Visual,15.071754396542946,12.47269464491194,8.075064450260149,1.2610778247465382,-0.09093874547947389
3,Malware Analysis,246,False,3.7832512271635275,4.433435219254879,0.32595890520188475,Advanced,Kinesthetic,71.11495324380178,16.772799233796025,23.18055230283285,1.3305837529524942,-0.05361601001790223
3,Network Security,548,True,2.5902880843500893,3.0710054021099205,0.837710105907328,Intermediate,Visual,11.347352124058908,7.954788700060082,9.50579154961313,0.9517690990047055,0.10965288564948826
3,Social Engineering,210,True,4.509357413523924,2.0317665108606224,0.659984046034179,Beginner,Visual,51.66358912710143,9.161961378298985,34.097144584751824,1.5061546629916591,0.006282459973318242
3,Incident Response,219,True,1.7548284333655175,2.1154854103687275,0.7003578299727713,Advanced,Kinesthetic,85.63242918780925,3.712313948484963,59.97334228127109,0.5623710933730426,0.05015963653461725
3,Penetration Testing,113,False,4.551080395043839,4.4037137950700505,0.9356349942209475,Advanced,Auditory,66.89882547142287,20.04165551812741,62.592882183342915,1.5153646542363823,-0.18498029371642316
3,Vulnerability Assessment,532,True,4.894655347021269,2.1356838989498628,0.30536386034439345,Beginner,Auditory,44.84241429862473,10.453436615542177,13.693252737390674,1.5881438643149213,0.11686312434505337
3,Ethical Hacking,220,False,1.9489963499872003,2.301598792637071,0.7464914051180241,Advanced,Kinesthetic,72.09399242521293,4.485807645984599,53.81754570606539,0.6673145477618437,0.041811852195558656
3,Cryptography,529,True,2.0018472744223366,3.3594833902421755,0.978892858275009,Intermediate,Auditory,90.6098787718554,6.72517266822341,88.6973632189336,0.6940703914807362,-0.18865280457856384
3,Digital Forensics,86,False,2.4003136307787027,3.5804134481222594,0.6689240596630996,None,Visual,23.01852682415553,8.594115203351235,15.397646410678073,0.8755994083072052,0.2783938046489837
3,Cloud Security,251,True,1.174415087017735,4.9782020431893645,0.46994451399094295,Beginner,Visual,88.3494022266259,5.846475585744104,41.519316890782044,0.1607702253706444,-0.0031186798166844176
3,IoT Security,96,False,2.323001218682055,3.2110598673419597,0.5722924691708383,Advanced,Visual,7.534625600612821,7.45929598509641,4.312009489252522,0.8428599784037414,-0.09495190451788584
4,Malware Analysis,220,False,2.9411194971052628,2.490747468376197,0.3946914668094722,Beginner,Auditory,93.00168348108319,7.325585941606808,36.706970868898985,1.0787902902000994,-0.059689733156275265
4,Network Security,347,True,4.960215400417053,1.5603360609460961,0.5183296523637367,Beginner,Auditory,74.07686177542044,7.739602959330908,38.396234012250254,1.6014491672973274,0.1083051243175277
